Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Sierra Leone,<500 ,<100 , <1000,"Historical incidence trends were not available or not reliable.",<500 ,<100 , 1100,"Historical incidence trends were not available or not reliable.",<500 ,<200 , 1300,"Historical incidence trends were not available or not reliable.",<500 ,<200 , 1400,"Historical incidence trends were not available or not reliable.",<1000 ,<200 , 1600,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , 1700,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , 1800,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , 1900,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , 2000,"Historical incidence trends were not available or not reliable.",1000 ,<1000 , 2000,"Historical incidence trends were not available or not reliable.",1200 ,<1000 , 2100,"Historical incidence trends were not available or not reliable.",1300 ,<1000 , 2200,"Historical incidence trends were not available or not reliable.",1500 ,<1000 , 2300,"Historical incidence trends were not available or not reliable.",1800 ,1200 , 2500,"Historical incidence trends were not available or not reliable.",2000 ,1400 , 2700,"Historical incidence trends were not available or not reliable.",2200 ,1600 , 2900,"Historical incidence trends were not available or not reliable.",2400 ,1800 , 3000,"Historical incidence trends were not available or not reliable.",2500 ,2000 , 3100,"Historical incidence trends were not available or not reliable.",2700 ,2100 , 3300,"Historical incidence trends were not available or not reliable.",2700 ,2100 , 3300,"Historical incidence trends were not available or not reliable.",2600 ,2100 , 3300,"Historical incidence trends were not available or not reliable.",2600 ,2000 , 3300,"Historical incidence trends were not available or not reliable.",2500 ,1900 , 3200,"Historical incidence trends were not available or not reliable.",2600 ,1900 , 3400,"Historical incidence trends were not available or not reliable.",2800 ,2000 , 3800,"Historical incidence trends were not available or not reliable.",2900 ,2000 , 4000,"Historical incidence trends were not available or not reliable.",2800 ,1900 , 4100,"Historical incidence trends were not available or not reliable."
Singapore,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Slovakia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Slovenia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Somalia,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<200 , 1200,,<1000 ,<200 , 1400,,<1000 ,<500 , 1600,,<1000 ,<500 , 1800,,1100 ,<500 , 2000,,1300 ,<1000 , 2100,,1500 ,<1000 , 2300,,1600 ,<1000 , 2500,,1700 ,1100 , 2600,,1800 ,1200 , 2700,,1900 ,1400 , 2800,,2000 ,1400 , 2800,,2000 ,1500 , 2700,,2000 ,1500 , 2700,,2000 ,1400 , 2600,,1900 ,1400 , 2500,,1900 ,1400 , 2500,,1800 ,1300 , 2400,,1800 ,1300 , 2400,,1800 ,1300 , 2300,,1700 ,1200 , 2300,
South Africa,2000 ,1300 , 2700,,3700 ,2500 , 5000,,6500 ,4400 , 8800,,11 000 ,7600 , 15 000,,18 000 ,12 000 , 24 000,,28 000 ,19 000 , 37 000,,41 000 ,29 000 , 55 000,,58 000 ,41 000 , 77 000,,79 000 ,58 000 , 100 000,,100 000 ,77 000 , 130 000,,130 000 ,100 000 , 160 000,,160 000 ,130 000 , 200 000,,190 000 ,150 000 , 230 000,,220 000 ,180 000 , 260 000,,250 000 ,210 000 , 290 000,,270 000 ,240 000 , 310 000,,280 000 ,250 000 , 310 000,,280 000 ,250 000 , 300 000,,260 000 ,240 000 , 280 000,,240 000 ,220 000 , 260 000,,210 000 ,190 000 , 230 000,,190 000 ,170 000 , 210 000,,150 000 ,130 000 , 180 000,,130 000 ,100 000 , 160 000,,110 000 ,88 000 , 140 000,,110 000 ,85 000 , 140 000,,110 000 ,88 000 , 140 000,
South Sudan,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1300,,<1000 ,<500 , 2000,,1400 ,<1000 , 2800,,2000 ,<1000 , 3800,,2700 ,1100 , 5000,,3600 ,1600 , 6300,,4600 ,2200 , 7700,,5700 ,2800 , 9100,,6900 ,3500 , 11 000,,8100 ,4500 , 12 000,,9300 ,5500 , 13 000,,11 000 ,6600 , 15 000,,12 000 ,7700 , 16 000,,12 000 ,8700 , 17 000,,13 000 ,9300 , 17 000,,14 000 ,10 000 , 18 000,,14 000 ,11 000 , 18 000,,14 000 ,11 000 , 18 000,,14 000 ,11 000 , 18 000,,14 000 ,10 000 , 18 000,,13 000 ,9500 , 18 000,
Spain,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Sri Lanka,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers."
Sudan,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<200 , 1000,,<500 ,<200 , 1200,,<500 ,<200 , 1400,,<500 ,<500 , 1500,,<1000 ,<500 , 1700,,<1000 ,<500 , 1900,,<1000 ,<500 , 2000,,<1000 ,<500 , 2000,,1100 ,<1000 , 2100,,1200 ,<1000 , 2200,,1400 ,<1000 , 2400,,1600 ,1000 , 2600,,1700 ,1100 , 2600,,1700 ,1100 , 2400,,1700 ,1200 , 2400,,2000 ,1500 , 2600,,2300 ,1800 , 2900,,2500 ,2000 , 3300,,2700 ,2100 , 3500,,2900 ,2200 , 3900,,3000 ,2200 , 4300,
Suriname,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <200,
Swaziland,<100 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , 1000,,1200 ,<1000 , 1700,,1900 ,1300 , 2600,,2700 ,1900 , 3700,,3600 ,2600 , 4900,,4700 ,3500 , 6200,,5800 ,4500 , 7600,,7000 ,5500 , 8900,,8100 ,6500 , 10 000,,9000 ,7400 , 11 000,,9700 ,8100 , 11 000,,10 000 ,8700 , 12 000,,10 000 ,9000 , 12 000,,9500 ,8400 , 10 000,,8400 ,7500 , 9200,,7700 ,6900 , 8400,,7000 ,6300 , 7700,,6500 ,5800 , 7200,,5300 ,4600 , 6000,,4800 ,4100 , 5500,,4300 ,3600 , 5100,,4000 ,3400 , 4700,,3900 ,3400 , 4400,,3900 ,3400 , 4400,
Sweden,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,
Switzerland,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Syrian Arab Republic,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Thailand,<1000 ,<500 , 1100,,2300 ,<1000 , 3400,,4800 ,2400 , 7100,,8400 ,4800 , 12 000,,13 000 ,8400 , 18 000,,19 000 ,13 000 , 25 000,,26 000 ,20 000 , 33 000,,33 000 ,27 000 , 40 000,,40 000 ,33 000 , 47 000,,46 000 ,40 000 , 53 000,,51 000 ,45 000 , 57 000,,54 000 ,48 000 , 60 000,,55 000 ,49 000 , 62 000,,54 000 ,48 000 , 61 000,,51 000 ,44 000 , 59 000,,42 000 ,35 000 , 51 000,,33 000 ,24 000 , 42 000,,29 000 ,20 000 , 39 000,,27 000 ,17 000 , 37 000,,25 000 ,15 000 , 36 000,,23 000 ,14 000 , 35 000,,21 000 ,13 000 , 33 000,,20 000 ,12 000 , 31 000,,19 000 ,11 000 , 30 000,,18 000 ,11 000 , 28 000,,16 000 ,11 000 , 25 000,,16 000 ,10 000 , 23 000,
The former Yugoslav Republic of Macedonia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Timor-Leste,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Togo,<1000 ,<500 , 1200,,<1000 ,<500 , 1600,,1200 ,<1000 , 2100,,1500 ,<1000 , 2700,,2000 ,1100 , 3400,,2500 ,1400 , 4200,,3100 ,1800 , 5100,,3700 ,2200 , 6100,,4500 ,2700 , 7200,,5200 ,3200 , 8200,,6000 ,3600 , 9200,,6700 ,4100 , 10 000,,7500 ,4600 , 11 000,,8000 ,5100 , 12 000,,8400 ,5300 , 13 000,,8500 ,5500 , 13 000,,8300 ,5300 , 12 000,,8400 ,5400 , 12 000,,8600 ,5700 , 13 000,,8400 ,5500 , 12 000,,7600 ,5000 , 11 000,,6700 ,4200 , 10 000,,6300 ,3900 , 9500,,5900 ,3600 , 9100,,5900 ,3600 , 8900,,5600 ,3500 , 8500,,5100 ,3100 , 7700,
Trinidad and Tobago,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,
Tunisia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers."
Turkey,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
