Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Republic of Moldova,<500 ,<100 , 1500,,<500 ,<100 , 1500,,<500 ,<100 , 1100,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,1100 ,<1000 , 1600,,<1000 ,<1000 , 1400,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1500,,1200 ,<1000 , 1700,,1300 ,<1000 , 1800,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 2000,,1300 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 2000,,1400 ,<1000 , 2100,,1500 ,<1000 , 2200,,1500 ,<1000 , 2200,,1600 ,<1000 , 2400,
Romania,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Russian Federation,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Rwanda,20 000 ,13 000 , 28 000,,22 000 ,15 000 , 28 000,,22 000 ,17 000 , 28 000,,23 000 ,19 000 , 28 000,,23 000 ,19 000 , 27 000,,23 000 ,20 000 , 27 000,,26 000 ,23 000 , 29 000,,26 000 ,23 000 , 29 000,,25 000 ,22 000 , 29 000,,24 000 ,20 000 , 27 000,,22 000 ,18 000 , 25 000,,20 000 ,16 000 , 23 000,,18 000 ,15 000 , 21 000,,16 000 ,13 000 , 19 000,,14 000 ,12 000 , 17 000,,13 000 ,11 000 , 15 000,,9500 ,8100 , 11 000,,8900 ,7600 , 10 000,,8500 ,7300 , 9700,,9200 ,7800 , 11 000,,9800 ,8200 , 11 000,,8800 ,7400 , 10 000,,9200 ,7700 , 11 000,,8000 ,6500 , 9500,,7700 ,6200 , 9300,,7700 ,6100 , 9500,,7500 ,5800 , 9500,
Saudi Arabia,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Senegal,1400 ,1000 , 1900,,1700 ,1300 , 2300,,2100 ,1600 , 2700,,2500 ,1900 , 3200,,3000 ,2300 , 3800,,3500 ,2800 , 4300,,4000 ,3300 , 4900,,4400 ,3600 , 5300,,4800 ,4000 , 5800,,5200 ,4300 , 6200,,5300 ,4400 , 6400,,5300 ,4400 , 6400,,5200 ,4300 , 6300,,4900 ,4100 , 6000,,4500 ,3700 , 5500,,3900 ,3200 , 4800,,3300 ,2700 , 4100,,3000 ,2400 , 3600,,2500 ,2000 , 3100,,2000 ,1500 , 2500,,1800 ,1300 , 2300,,1600 ,1100 , 2200,,1500 ,<1000 , 2000,,1300 ,<1000 , 1900,,1400 ,<1000 , 1900,,1200 ,<1000 , 1800,,1100 ,<1000 , 1700,
Serbia,<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers."
Sierra Leone,... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",5300 ,2200 , 12 000,"Historical incidence trends were not available or not reliable."
Singapore,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Slovakia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers."
Slovenia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Somalia,1200 ,<200 , 4600,,1500 ,<500 , 5400,,1900 ,<500 , 6200,,2300 ,<1000 , 6100,,2600 ,<1000 , 5900,,2900 ,1300 , 6200,,3100 ,1600 , 6500,,3300 ,2000 , 6500,,3300 ,2100 , 6100,,3300 ,2200 , 5700,,3200 ,2100 , 5400,,3000 ,2100 , 5000,,2900 ,2000 , 4500,,2800 ,2000 , 4000,,2600 ,1900 , 3700,,2300 ,1700 , 3200,,2300 ,1700 , 3100,,2200 ,1600 , 3000,,2200 ,1500 , 2900,,2100 ,1500 , 2800,,2100 ,1400 , 2800,,2000 ,1300 , 2800,,1900 ,1200 , 2800,,1900 ,1100 , 2800,,1900 ,<1000 , 2900,,1800 ,<1000 , 2900,,1800 ,<1000 , 2900,
South Africa,60 000 ,53 000 , 70 000,,100 000 ,90 000 , 110 000,,160 000 ,150 000 , 180 000,,250 000 ,220 000 , 270 000,,340 000 ,320 000 , 370 000,,440 000 ,400 000 , 470 000,,500 000 ,470 000 , 540 000,,550 000 ,510 000 , 580 000,,560 000 ,530 000 , 590 000,,560 000 ,530 000 , 580 000,,540 000 ,520 000 , 570 000,,530 000 ,510 000 , 560 000,,520 000 ,500 000 , 550 000,,520 000 ,490 000 , 550 000,,510 000 ,490 000 , 540 000,,500 000 ,470 000 , 530 000,,490 000 ,460 000 , 520 000,,470 000 ,440 000 , 500 000,,450 000 ,420 000 , 480 000,,410 000 ,390 000 , 440 000,,380 000 ,350 000 , 410 000,,350 000 ,330 000 , 380 000,,340 000 ,310 000 , 360 000,,320 000 ,290 000 , 340 000,,300 000 ,280 000 , 330 000,,290 000 ,270 000 , 320 000,,270 000 ,240 000 , 290 000,
South Sudan,<1000 ,<500 , 1800,,1100 ,<500 , 3100,,2000 ,<1000 , 5100,,3200 ,1200 , 7200,,5000 ,1900 , 10 000,,7300 ,2900 , 14 000,,10 000 ,4100 , 18 000,,13 000 ,5900 , 21 000,,16 000 ,7600 , 24 000,,18 000 ,9900 , 26 000,,19 000 ,12 000 , 27 000,,20 000 ,13 000 , 29 000,,20 000 ,14 000 , 28 000,,18 000 ,13 000 , 26 000,,18 000 ,13 000 , 25 000,,17 000 ,12 000 , 23 000,,17 000 ,12 000 , 23 000,,16 000 ,11 000 , 22 000,,15 000 ,10 000 , 21 000,,16 000 ,9700 , 22 000,,16 000 ,9200 , 23 000,,16 000 ,8700 , 24 000,,16 000 ,8800 , 25 000,,17 000 ,8500 , 26 000,,17 000 ,8300 , 27 000,,16 000 ,7400 , 28 000,,16 000 ,7300 , 30 000,
Spain,7800 ,7200 , 8400,,6900 ,6300 , 7600,,6300 ,5700 , 7000,,5600 ,5000 , 6400,,5200 ,4600 , 6000,,4900 ,4300 , 5700,,4700 ,4000 , 5400,,4500 ,3900 , 5200,,4400 ,3800 , 5000,,4300 ,3700 , 4900,,4200 ,3700 , 4800,,4200 ,3700 , 4700,,4200 ,3800 , 4700,,4200 ,3800 , 4700,,4200 ,3800 , 4700,,4300 ,3900 , 4700,,4300 ,3900 , 4700,,4300 ,3900 , 4800,,4300 ,3900 , 4800,,4300 ,3900 , 4800,,4300 ,3900 , 4700,,4300 ,3900 , 4700,,4200 ,3800 , 4600,,4100 ,3800 , 4500,,4000 ,3700 , 4400,,4000 ,3600 , 4300,,3900 ,3600 , 4200,
Sri Lanka,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <500,"Estimates for children are not published because of small numbers.",<200 ,<100 , <500,"Estimates for children are not published because of small numbers.",<200 ,<100 , <500,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<200 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<1000 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<1000 ,<500 , 1100,"Estimates for children are not published because of small numbers."
Sudan,<1000 ,<200 , 2200,,<1000 ,<200 , 3000,,<1000 ,<500 , 3500,,1100 ,<500 , 4300,,1400 ,<1000 , 5000,,1600 ,<1000 , 4100,,1700 ,<1000 , 4200,,1900 ,<1000 , 4000,,2100 ,1100 , 3900,,2300 ,1400 , 3900,,2600 ,1700 , 4100,,2900 ,2000 , 4300,,3300 ,2500 , 4800,,3800 ,3000 , 5300,,4200 ,3200 , 5400,,4600 ,3600 , 5500,,4600 ,3700 , 5800,,4900 ,3700 , 6100,,4800 ,3600 , 6300,,5100 ,3600 , 6900,,5100 ,3500 , 7400,,5100 ,3200 , 7700,,5100 ,2900 , 8000,,5100 ,2700 , 8400,,5000 ,2300 , 8500,,5000 ,2100 , 8900,,5000 ,1900 , 9400,
Suriname,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Swaziland,4100 ,3400 , 5100,,7700 ,6400 , 9400,,12 000 ,10 000 , 15 000,,17 000 ,15 000 , 20 000,,21 000 ,18 000 , 24 000,,23 000 ,21 000 , 26 000,,23 000 ,21 000 , 26 000,,22 000 ,20 000 , 25 000,,21 000 ,19 000 , 23 000,,19 000 ,17 000 , 21 000,,17 000 ,15 000 , 19 000,,16 000 ,14 000 , 17 000,,15 000 ,13 000 , 16 000,,14 000 ,13 000 , 15 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,12 000 ,12 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,11 000 ,9600 , 12 000,,9800 ,8400 , 11 000,,8800 ,7300 , 11 000,
Sweden,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Switzerland,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Syrian Arab Republic,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1400,,1200 ,<1000 , 1600,,1400 ,1100 , 1700,,1400 ,1100 , 1800,,1400 ,1100 , 1800,,1400 ,1000 , 1800,,1400 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1200 ,<1000 , 1800,,1200 ,<1000 , 1900,,1200 ,<1000 , 1900,,1300 ,<1000 , 2100,
Thailand,130 000 ,120 000 , 140 000,,140 000 ,130 000 , 150 000,,140 000 ,120 000 , 150 000,,110 000 ,98 000 , 120 000,,89 000 ,80 000 , 97 000,,71 000 ,64 000 , 78 000,,58 000 ,53 000 , 64 000,,49 000 ,44 000 , 53 000,,43 000 ,39 000 , 47 000,,39 000 ,36 000 , 43 000,,35 000 ,32 000 , 38 000,,32 000 ,29 000 , 35 000,,29 000 ,26 000 , 31 000,,26 000 ,23 000 , 28 000,,23 000 ,21 000 , 25 000,,21 000 ,19 000 , 23 000,,18 000 ,17 000 , 20 000,,17 000 ,15 000 , 18 000,,15 000 ,14 000 , 17 000,,14 000 ,13 000 , 15 000,,13 000 ,12 000 , 14 000,,12 000 ,11 000 , 13 000,,11 000 ,9800 , 12 000,,9700 ,8800 , 11 000,,8700 ,7900 , 9500,,7300 ,6700 , 8000,,6400 ,5800 , 7000,
